"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper","fold_enrichment_final","term_name_final","padj_final","neglog10_padj","dataset"
"GO:0006811","monoatomic ion transport",0.110795800973215,761,1.12561313414896,0.000350917524432868,0.00161823304144963,218105,100,911,1.18495399292821,0.0394155988190657,0.788146364621569,1.12561313414896,"monoatomic ion transport",0.00161823304144963,2.7909589355496,"human_specific"
"GO:0045089","positive regulation of innate immune response",0.0308541799458431,236,1.25350419468171,0.000363721151898835,0.00167565243164236,193376,27,308,0.946308875456341,0.648695213064555,0.99950884189564,1.25350419468171,"positive regulation of innate immune response",0.00167565243164236,2.77581605890004,"human_specific"
"GO:0016056","G protein-coupled opsin signaling pathway",0.000859131019973241,15,2.86127536506452,0.000366079183681011,0.00168488475351831,423912,1,10,1.0794930875576,0.621842193120126,0.99014824570132,2.86127536506452,"G protein-coupled opsin signaling pathway",0.00168488475351831,2.77342979961327,"human_specific"
"GO:0071398","cellular response to fatty acid",0.00199220544263638,26,2.13878447223252,0.000366440396754952,0.00168491772768774,84651,6,29,2.23343397425711,0.046596026155283,0.801059716620661,2.13878447223252,"cellular response to fatty acid",0.00168491772768774,2.77342130030217,"human_specific"
"GO:0046323","D-glucose import",0.00534979866991932,54,1.65418515128109,0.000367673681285552,0.00168895661123353,178954,5,50,1.0794930875576,0.498637147070093,0.99014824570132,1.65418515128109,"D-glucose import",0.00168895661123353,2.77238150717493,"human_specific"
"GO:0045071","negative regulation of viral genome replication",0.00233064458186229,29,2.03915268237628,0.000375119559886122,0.00172149853953525,451140,3,28,1.15659973666886,0.487393303246326,0.99014824570132,2.03915268237628,"negative regulation of viral genome replication",0.00172149853953525,2.76409334140081,"human_specific"
"GO:0021562","vestibulocochlear nerve development",0.00177964134422244,24,2.21007265832992,0.000383155277834658,0.00175668204934021,74339,2,10,2.15898617511521,0.235494527899162,0.99014824570132,2.21007265832992,"vestibulocochlear nerve development",0.00175668204934021,2.75530683651984,"human_specific"
"GO:0032700","negative regulation of interleukin-17 production",0.00105556397862945,17,2.63932065599453,0.000385682017165195,0.0017665646965247,208204,1,12,0.89957757296467,0.688706688011807,0.99950884189564,2.63932065599453,"negative regulation of interleukin-17 production",0.0017665646965247,2.75287045286306,"human_specific"
"GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway",0.00178071903532046,24,2.20873512243423,0.000386384591159027,0.00176808102819789,181217,2,10,2.15898617511521,0.235494527899162,0.99014824570132,2.20873512243423,"positive regulation of lipopolysaccharide-mediated signaling pathway",0.00176808102819789,2.75249783587676,"human_specific"
"GO:0002819","regulation of adaptive immune response",0.0127057767386308,109,1.40589561004886,0.000394571254657644,0.00180380845428984,315680,13,147,0.954653750901282,0.611993539525466,0.99014824570132,1.40589561004886,"regulation of adaptive immune response",0.00180380845428984,2.74380958190583,"human_specific"
"GO:2000351","regulation of endothelial cell apoptotic process",0.0056235709390458,56,1.63193796456125,0.000398967839587086,0.00182215734030225,161461,5,40,1.349366359447,0.310721585439758,0.99014824570132,1.63193796456125,"regulation of endothelial cell apoptotic process",0.00182215734030225,2.73941412512659,"human_specific"
"GO:0098801","regulation of renal system process",0.00189514749249744,25,2.16184618219587,0.000402983420419935,0.00183873259614426,358660,3,18,1.79915514592934,0.229540358505168,0.99014824570132,2.16184618219587,"regulation of renal system process",0.00183873259614426,2.73548142490168,"human_specific"
"GO:0030890","positive regulation of B cell proliferation",0.00400117747097253,43,1.76119902949855,0.000408507851687959,0.00186071912231827,104800,6,33,1.96271470465019,0.0795371145903309,0.896960019752096,1.76119902949855,"positive regulation of B cell proliferation",0.00186071912231827,2.730319179171,"human_specific"
"GO:0045761","regulation of adenylate cyclase activity",0.00292077660807387,34,1.90769249850828,0.000408584047661818,0.00186071912231827,534588,2,23,0.938689641354438,0.64230978120299,0.99950884189564,1.90769249850828,"regulation of adenylate cyclase activity",0.00186071912231827,2.730319179171,"human_specific"
"GO:0060745","mammary gland branching involved in pregnancy",0.00146955318188499,21,2.34186461188337,0.000414648326576282,0.00188653096192784,513307,1,5,2.15898617511521,0.384998754835808,0.99014824570132,2.34186461188337,"mammary gland branching involved in pregnancy",0.00188653096192784,2.72433606272163,"human_specific"
"GO:0042632","cholesterol homeostasis",0.00761483019321709,71,1.52800903492355,0.000466054888058011,0.00211839084266292,183132,8,75,1.15145929339478,0.392927342635173,0.99014824570132,1.52800903492355,"cholesterol homeostasis",0.00211839084266292,2.67399390959574,"human_specific"
"GO:0003162","atrioventricular node development",0.000439778130559111,10,3.72644029947094,0.000476656282255545,0.00216451073211273,264027,2,5,4.31797235023041,0.0709617240083788,0.865914986040704,3.72644029947094,"atrioventricular node development",0.00216451073211273,2.66464025651944,"human_specific"
"GO:0035995","detection of muscle stretch",0.00127907251877522,19,2.43436799440452,0.000482446348271146,0.00218773467133809,215844,3,6,5.39746543778802,0.0128034069825447,0.630640245446622,2.43436799440452,"detection of muscle stretch",0.00218773467133809,2.66000535041954,"human_specific"
"GO:0006949","syncytium formation",0.00465615966033699,48,1.68943376663113,0.000482689935890942,0.00218773467133809,155307,5,40,1.349366359447,0.310721585439758,0.99014824570132,1.68943376663113,"syncytium formation",0.00218773467133809,2.66000535041954,"human_specific"
"GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.00342680729630289,38,1.81727942834026,0.000483970191406337,0.00219145018163916,149564,2,16,1.349366359447,0.444127228942756,0.99014824570132,1.81727942834026,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.00219145018163916,2.65926839773881,"human_specific"
"GO:0055092","sterol homeostasis",0.00762917208653417,71,1.52513656824986,0.000489702988717296,0.00221530087766693,183132,8,76,1.13630851321853,0.407457105887344,0.99014824570132,1.52513656824986,"sterol homeostasis",0.00221530087766693,2.65456728044026,"human_specific"
"GO:0032101","regulation of response to external stimulus",0.0936343570011682,648,1.13414235614564,0.000503216791832063,0.00227427228141385,219714,88,830,1.14452279162734,0.0967647715193903,0.901694242270543,1.13414235614564,"regulation of response to external stimulus",0.00227427228141385,2.64315754174298,"human_specific"
"GO:0032536","regulation of cell projection size",0.000364370377598011,9,4.04787640370293,0.000504209470928108,0.00227659665289077,112161,2,6,3.59831029185868,0.100040882521296,0.901694242270543,4.04787640370293,"regulation of cell projection size",0.00227659665289077,2.642713906996,"human_specific"
"GO:1990928","response to amino acid starvation",0.00555432984893689,55,1.62277690776741,0.000507018929358849,0.00228711192873816,184857,6,47,1.37807628198843,0.266579125226775,0.99014824570132,1.62277690776741,"response to amino acid starvation",0.00228711192873816,2.64071258097967,"human_specific"
"GO:0070841","inclusion body assembly",0.00138981800152693,20,2.35830439200094,0.000514751128200714,0.00231979225294242,136570,1,21,0.514044327408383,0.870357156230168,0.99950884189564,2.35830439200094,"inclusion body assembly",0.00231979225294242,2.63455090624727,"human_specific"
"GO:0050771","negative regulation of axonogenesis",0.00765157301963362,71,1.5206715409744,0.000528804880879634,0.00238087268505788,290024,5,45,1.19943676395289,0.405580571898115,0.99014824570132,1.5206715409744,"negative regulation of axonogenesis",0.00238087268505788,2.62326382746583,"human_specific"
"GO:0038202","TORC1 signaling",0.00831699615777228,76,1.49752778198363,0.000529324985875241,0.00238096182209856,152658,8,81,1.06616601240257,0.479620495241982,0.99014824570132,1.49752778198363,"TORC1 signaling",0.00238096182209856,2.62324756830149,"human_specific"
"GO:2000648","positive regulation of stem cell proliferation",0.00792537951547278,73,1.50949121124063,0.000543907707564623,0.00244424625146368,367008,3,35,0.925279789335089,0.64157463825173,0.99950884189564,1.50949121124063,"positive regulation of stem cell proliferation",0.00244424625146368,2.61185504218382,"human_specific"
"GO:0036507","protein demannosylation",0.00150416764719443,21,2.28797275247618,0.000555846662492345,0.00249318969538272,141321,2,12,1.79915514592934,0.307004701941839,0.99014824570132,2.28797275247618,"protein demannosylation",0.00249318969538272,2.60324467676146,"human_specific"
"GO:0036508","protein alpha-1,2-demannosylation",0.00150416764719443,21,2.28797275247618,0.000555846662492345,0.00249318969538272,141321,2,12,1.79915514592934,0.307004701941839,0.99014824570132,2.28797275247618,"protein alpha-1,2-demannosylation",0.00249318969538272,2.60324467676146,"human_specific"
"GO:1903911","positive regulation of receptor clustering",0.000532641506988469,11,3.38442952669596,0.000561585700085879,0.0025165596485016,74021,1,9,1.19943676395289,0.58320742659803,0.99014824570132,3.38442952669596,"positive regulation of receptor clustering",0.0025165596485016,2.59919277132363,"human_specific"
"GO:0097345","mitochondrial outer membrane permeabilization",0.00161336031803389,22,2.2346993703086,0.000566216046537184,0.00253492207476054,184698,1,17,0.634995933857414,0.808637745413,0.99950884189564,2.2346993703086,"mitochondrial outer membrane permeabilization",0.00253492207476054,2.59603538663505,"human_specific"
"GO:0048169","regulation of long-term neuronal synaptic plasticity",0.00333611326296555,37,1.81755990628847,0.00056684108740873,0.0025353352772351,382168,2,20,1.0794930875576,0.564883064382334,0.99014824570132,1.81755990628847,"regulation of long-term neuronal synaptic plasticity",0.0025353352772351,2.59596460066008,"human_specific"
"GO:0001775","cell activation",0.0914643645023126,633,1.13417373429683,0.000583674176671769,0.00260817409087413,294632,69,851,0.875264665587246,0.897967560683296,0.99950884189564,1.13417373429683,"cell activation",0.00260817409087413,2.58366342360629,"human_specific"
"GO:0015824","proline transport",0.00109840636552726,17,2.53637624467258,0.000596726873144349,0.00266399923948776,85964,4,13,3.32151719248493,0.0265312970249291,0.670424102084136,2.53637624467258,"proline transport",0.00266399923948776,2.57446590348309,"human_specific"
"GO:0001825","blastocyst formation",0.00346730965689675,38,1.79605141181164,0.000598514949189665,0.00266947764123113,367270,4,34,1.26999186771483,0.38776180769264,0.99014824570132,1.79605141181164,"blastocyst formation",0.00266947764123113,2.5735737123152,"human_specific"
