"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0043434","response to peptide hormone",0.0387141049264732,274,1.15986952236963,0.00766822702095671,0.0273356497323843,294567,21,330,0.686950146627566,0.97816314800249,0.99950884189564
"GO:0030514","negative regulation of BMP signaling pathway",0.00759305254656965,64,1.38131066607773,0.00777149025698342,0.0276830255486408,134379,7,46,1.64270687237027,0.129142276842116,0.934967825305045
"GO:0042307","positive regulation of protein import into nucleus",0.00405858197306244,38,1.5343946348233,0.00790840442178231,0.0281404815159274,234114,3,32,1.01202476958525,0.579669015647593,0.99014824570132
"GO:0006935","chemotaxis",0.0465543981852709,325,1.14406431838375,0.00791173865692601,0.0281404815159274,349082,33,343,1.03857935537612,0.436149571970324,0.99014824570132
"GO:0043476","pigment accumulation",0.0011975458402191,15,2.05270674428835,0.00822034112478038,0.0291944801588282,52368,1,10,1.0794930875576,0.621842193120126,0.99014824570132
"GO:0043482","cellular pigment accumulation",0.0011975458402191,15,2.05270674428835,0.00822034112478038,0.0291944801588282,52368,1,10,1.0794930875576,0.621842193120126,0.99014824570132
"GO:0006809","nitric oxide biosynthetic process",0.00664509645191215,57,1.40572821994154,0.00827875611118185,0.0293800151626506,259782,5,52,1.03797412265154,0.534334450994514,0.99014824570132
"GO:0010603","regulation of cytoplasmic mRNA processing body assembly",0.000867249055799837,12,2.26759351895293,0.00828744414148851,0.0293889319443695,39251,1,7,1.54213298222515,0.493704230021401,0.99014824570132
"GO:0090200","positive regulation of release of cytochrome c from mitochondria",0.00190480437934031,21,1.80674437189658,0.0083217271477246,0.0294885327595096,58452,4,17,2.53998373542966,0.0657364425338374,0.865914986040704
"GO:0006090","pyruvate metabolic process",0.00832179420246864,69,1.35881369688062,0.00836196988951737,0.0296090883215872,180628,11,97,1.22416741887976,0.285772009672988,0.99014824570132
"GO:0070585","protein localization to mitochondrion",0.00316490584190809,31,1.60519832002827,0.00854760771434849,0.0302439145818472,378428,3,45,0.719662058371736,0.800043977015193,0.99950884189564
"GO:0032259","methylation",0.0133417725598374,104,1.27746086124548,0.00858949872350782,0.0303695575224173,203805,11,149,0.796941205579439,0.825129600588544,0.99950884189564
"GO:0042330","taxis",0.0466418861664031,325,1.14191835290663,0.00866028911815257,0.030597116490934,349082,33,345,1.03255860548988,0.449995166661407,0.99014824570132
"GO:1901096","regulation of autophagosome maturation",0.000662349489269444,10,2.47423297683679,0.00867505060371278,0.0306265325096952,40818,2,14,1.54213298222515,0.377129733724983,0.99014824570132
"GO:0010812","negative regulation of cell-substrate adhesion",0.00750237877904903,63,1.37616135893367,0.00882520834592586,0.0311335556102751,306957,5,42,1.28511081852096,0.348541121452794,0.99014824570132
"GO:0032957","inositol trisphosphate metabolic process",0.000664937659240344,10,2.46460239658213,0.00889675097498096,0.0313626947332847,199355,1,7,1.54213298222515,0.493704230021401,0.99014824570132
"GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development",0.000665255157035626,10,2.46342614741084,0.00892424328007654,0.0314363240339632,124349,1,10,1.0794930875576,0.621842193120126,0.99014824570132
"GO:0007206","phospholipase C-activating G protein-coupled glutamate receptor signaling pathway",0.00098554783361887,13,2.16169013865215,0.0089504868562077,0.0315054489265476,456501,1,5,2.15898617511521,0.384998754835808,0.99014824570132
"GO:0045861","negative regulation of proteolysis",0.00991276439583867,80,1.32258319322463,0.00904444372677494,0.0318126442688263,201425,12,98,1.3218282704787,0.194490356799692,0.989455130949648
